interface	non_interface
1.0	3.12592592593
0.761904761905	3.1954887218
1.0	2.96212121212
0.823529411765	2.93430656934
0.705882352941	2.20437956204
1.35294117647	3.0802919708
1.05	3.26865671642
1.64705882353	2.99270072993
0.764705882353	2.92700729927
1.52941176471	3.18248175182
1.6	2.97014925373
0.823529411765	3.00729927007
1.41176470588	2.97080291971
1.33333333333	3.11764705882
1.0	3.16788321168
1.0	3.08823529412
1.125	3.16666666667
1.58823529412	3.05839416058
1.1875	3.47826086957
0.9375	3.02898550725
1.0	2.88489208633
1.3125	2.94202898551
1.0625	2.73913043478
1.23529411765	3.07299270073
1.52941176471	3.23357664234
1.29411764706	2.90510948905
1.375	3.08695652174
1.875	3.10144927536
1.17647058824	2.48175182482
1.8	2.65467625899
1.41176470588	3.16788321168
2.05882352941	3.3795620438
1.52941176471	3.17518248175
0.944444444444	3.36029411765
1.41176470588	3.29197080292
1.19047619048	2.97744360902
1.16666666667	3.19117647059
1.44444444444	3.20588235294
0.764705882353	3.08759124088
1.05263157895	3.07407407407
1.3125	2.53623188406
1.46666666667	3.13669064748
1.47368421053	3.39259259259
0.764705882353	3.29927007299
1.0	2.88489208633
0.6875	2.63043478261
1.13333333333	2.91366906475
1.31818181818	3.38636363636  
